	Term	p-value	z-score	CS	Related Genes
655	CTCF_cardiac muscle cell_hg19	1.63e-01	1.25	-2.07	RPL36A, CDCA8, UBE2L6, GHITM, PPOX, CENPA, PSMD8, BAG1, FNTB, ST3GAL5, NDUFV1, FADS1, SPECC1, KLHDC2, BNIP3L, GCH1, PABPC4, STARD10, RPS3A, DYNLL1, UBAC1, SLC25A38, SLC25A37, MORF4L2, BOLA3, UBE2O, CDKN3
656	CTCF_GM12865_hg19	1.42e-02	0.54	-2.09	RPL3, CD82, WBP2, RPL36A, CDCA8, UBE2L6, GHITM, PSMD8, ALAD, ARHGAP21, BAG1, FNTB, ST3GAL5, NDUFV1, FADS1, SPECC1, PABPC4, STARD10, MARCH8, RPS3A, DYNLL1, PRKAB1, LSM4, UBAC1, SLC25A38, SLC25A37, MORF4L2, BOLA3, UBE2O, GCLM, CDKN3
657	JUND_MCF-7_hg19	1.85e-01	1.34	-2.09	ISG20, H3F3B, LMNA, MEMO1, RANGAP1
658	CTCF_endothelial cell of umbilical vein_hg19	5.02e-03	0.44	-2.09	RPL3, CD82, UBE2L6, GHITM, NUDT4, PSMD8, HEBP1, ALAD, FAM134A, FNTB, FADS1, BNIP3L, ACSL1, SPHK1, IFRD2, PABPC4, DAPK2, RPS3A, KIF22, RANGAP1, DYNLL1, PRKAB1, EEF1G, NGFRAP1, PACS2, BOLA3, MORF4L2, RPL24, MCM6, WBP2, RPL36A, CDCA8, DLST, CLCN3, PPOX, CENPA, PRDX2, BAG1, ST3GAL5, NDUFV1, KLHDC2, SPECC1, GCH1, UROS, STARD10, GINS4, MARCH8, LSM4, UBAC1, TPCN1, SOD1, SLC25A38, ISG20, SLC25A37, COL5A1, UBE2O, SERINC1, SERINC3, GCLM, CDKN3
659	POLR2A_HGPS cell_hg19	2.18e-01	1.48	-2.09	FEN1, SLC43A1, ENDOD1, DLST, ATP5H, ALAD, RABGEF1, NUP85, NUSAP1, WBP5, PSMD1, ST3GAL5, RHBDL2, ERMAP, RAB8B, CDT1, SLMO2, SIVA1, SEMA4B, IFRD2, ATPIF1, BSDC1, EEF1D, CENPL, ANP32E, MCM5, MNS1, SERINC3, CDKN3
660	MXI1_IMR-90_hg19	1.64e-01	1.26	-2.09	ISCA1, DYRK3, FEN1, MCM7, PPOX, TRAK2, PSMD4, PRKAR2B, SEC61G, E2F2, RPS2, HSPA8, GPX1, ATP6AP1, DAPK2, GLRX5, APLP2, RFX2, JOSD1, PRKAB1, RPS26, EIF3K, PRC1, EEF1D, PSME3, RANBP10, TXNIP, MCM5, MNS1, ATF4
661	RAD21_GM12878_hg19	1.74e-01	1.3	-2.09	DYRK3, ARL6IP1, WBP2, MRPS12, HIST2H2AB, UBE2L6, ALAD, DNAJB2, FNTB, NUSAP1, ST3GAL5, NDUFV1, RBM38, GCH1, DAPK2, SPHK1, GINS4, H2AFX, STARD10, ARRDC3, RPS3A, KIF22, PRKAB1, LSM4, KLF1, MARCH2, RPS26, ISG20, GFI1B, RPS29, LPCAT3, MORF4L2, BOLA3, EIF3I, CENPL, BLVRB, TMCC2, AGRN, ATF4
662	CTCF_epithelial cell of proximal tubule_hg19	1.49e-01	1.21	-2.09	RPL36A, CDCA8, UBE2L6, GHITM, CENPA, PSMD8, ALAD, DNAJB2, FAM134A, BAG1, FNTB, ST3GAL5, PSMD1, NDUFV1, FADS1, SPECC1, BNIP3L, GCH1, PABPC4, STARD10, ASNS, RPS3A, DYNLL1, COX6C, UBAC1, SLC25A38, SLC25A37, MORF4L2, BOLA3, PSME3, UBE2O
663	SRF_HepG2_hg19	9.12e-02	0.96	-2.1	RPS8, HIST1H2AH, UHRF1, RPL23, CETN3, SLC43A1, GHITM, MRPS18C, TRAK2, EEF1B2, PHF5A, UROD, RPL24, HDGF, HIST1H2AG, AGRN
664	SIN3A_CH12.LX_mm9	1.05e-02	0.51	-2.1	FEN1, ISCA1, MRPS12, SLC43A1, CDCA8, UBE2L6, MRPL14, ADIPOR1, PPOX, CENPA, NT5C3, PSMD4, FCHO1, PRKAR2B, FIGNL1, ST3GAL5, TAPT1, MAP2K3, PRNP, HSPA8, SLMO2, ATP6AP1, SMOX, MARCH8, MEMO1, KIF22, DYNLL1, TFDP2, CYB5, BOLA3, EIF3I, RANBP10, BLVRB, ANAPC5, MNS1, SSBP3, ANK
665	CTCF_BJ_hg19	2.23e-01	1.51	-2.1	RPL3, CD82, RPL36A, CDCA8, UBE2L6, GHITM, CENPA, PSMD8, FAM134A, RPS16, BAG1, FNTB, NDUFV1, FADS1, SPECC1, NFE2, BNIP3L, IFRD2, STARD10, PDAP1, ASNS, RPS3A, DYNLL1, UBAC1, TPCN1, SLC25A38, MORF4L2, BOLA3, RPL24, UBE2O, MCM6
666	RAD21_K562_hg19	1.81e-01	1.36	-2.13	DYRK3, MRPS12, HIST2H2AB, UBE2L6, PPOX, APEH, DNAJB2, PSMD8, ALAD, RABGEF1, PRKAR2B, FNTB, ST3GAL5, FADS1, NFE2, BNIP3L, STARD10, GINS4, ARRDC3, DNTTIP1, MEMO1, PLRG1, DYNLL1, LSM4, ISG20, SLC25A37, SLC25A39, NDUFS7, MORF4L2, BOLA3, ARF5
667	ZNF384_K562_hg19	1.05e-02	0.52	-2.13	GYPA, DYRK3, GGNBP2, UHRF1, PON2, MGST3, NT5C3, PSMD8, ALAD, PRDX2, RNF19A, LMNA, ST3GAL5, NDUFV1, TMOD1, UBE2H, FAHD1, HIST1H2AI, SIVA1, H3F3B, TXNRD2, IFRD2, PABPC4, DNTTIP1, MARCH8, DYNLL1, TPCN1, RPS26, SLC25A37, EIF5, EIF3K, MKRN1, BIRC5, TXNIP, MCM6, HAGH, AARS
668	MTA3_GM12878_hg19	8.45e-02	0.96	-2.14	BNIP3L, FAHD1, ARL6IP1, ARRDC3, STARD10, PDAP1, RPS3A, GHITM, PPOX, MRPS18C, EEF1G, RPS26, CCNB1, RPS16, PSME3, CENPL, NCAPD3, NDUFV1, RPS24, TMEM14C
669	IRF4_GM12878_hg19	3.60e-02	0.71	-2.14	RPL3, GGNBP2, RPS27L, PPOX, RPL7A, FZR1, RPS16, UBB, PSMD4, RPLP2, HIST1H2AG, RPS2, ACSS1, FAHD1, HIST1H2AI, H3F3B, HIST1H2AH, RPL23, UROS, GLRX5, RPS3A, MEMO1, KIF22, MRPS18C, RPS26, ISG20, NDUFS7, RPS29, PSME3, ANP32E, RPL24, HAGH, ATF4
670	POLR2AphosphoS5_SK-N-MC_hg19	1.91e-02	0.6	-2.15	CLIC4, SLMO2, UBE2H, GPX1, GADD45A, EIF2AK1, PON2, COX17, SLC43A1, AP1B1, DNTTIP1, ATP5C1, MARCH8, ETFA, PLRG1, DYNLL1, SLC25A37, CSDA, WBP5, TXNIP, MNS1, SERINC3, CDR2
671	CTCF_fibroblast of gingiva_hg19	1.73e-01	1.33	-2.15	RPL3, CD82, WBP2, RPL36A, CDCA8, UBE2L6, GHITM, CLCN3, PSMD8, FAM134A, RPS16, BAG1, FNTB, NDUFV1, FADS1, SPECC1, KLHDC2, NFE2, BNIP3L, STARD10, ASNS, RPS3A, PLRG1, DYNLL1, UBAC1, SLC25A38, SLC25A37, CSDA, MORF4L2, BOLA3, RPL24, UBE2O, TMCC2
672	CTCF_GM12869_hg19	1.34e-02	0.55	-2.15	AHCTF1, FECH, CD82, WBP2, RPL36A, CDCA8, UBE2L6, GHITM, ARHGAP21, FAM134A, NUP85, PRKAR2B, BAG1, FNTB, ST3GAL5, NDUFV1, FADS1, SPECC1, KLHDC2, BNIP3L, DAPK2, PABPC4, STARD10, RPS3A, DYNLL1, UBAC1, TPCN1, SLC25A38, SLC25A37, MORF4L2, BOLA3, PSME3, UBE2O, MCM6
673	ZNF263_K562_hg19	6.06e-02	0.85	-2.16	RB1, UBE2H, H3F3B, APLP2, PPOX, GTPBP2, AQP1, TPCN1, FAM132A, RABGEF1, PRDX2, SLC6A9, MKRN1, KLF9, NPTN, HDGF, SNCA
674	MAFK_GM12878_hg19	2.25e-01	1.57	-2.16	UROD, ARRDC3, UBE2L6, LBR
675	REST_HeLa-S3_hg19	2.45e-02	0.64	-2.16	AHCTF1, RPL41, RPL3, CMAS, H3F3B, TFRC, ARRDC3, ODC1, RPL36A, HNRNPAB, ANK1, HCFC1, RPS26, RPL7A, FAM134A, LMNA, ANP32E, PSMD1, RPS2, HMGN2, SLC38A2, FADS1, RAB8B
676	CTCF_fibroblast of pulmonary artery_hg19	1.53e-01	1.27	-2.16	RPL3, LDB1, CD82, WBP2, RPL36A, CDCA8, UBE2L6, GHITM, CLCN3, PPOX, CENPA, ALAD, PSMD8, FAM134A, BAG1, FNTB, ST3GAL5, NDUFV1, FADS1, SPECC1, NFE2, PABPC4, STARD10, ASNS, RPS3A, PLRG1, DYNLL1, LSM4, UBAC1, SLC25A38, SLC25A37, MORF4L2, BOLA3, RPL24, UBE2O, CDKN3
677	REST_GM12878_hg19	3.17e-02	0.69	-2.17	RPL3, CMAS, H3F3B, TFRC, RPS8, GADD45A, RPS3A, ANK1, HCFC1, TRAK2, PSMD8, GFI1B, EIF5, UBB, ANP32E, RANBP10, RPLP2, RPL24, RPS2, HMGN2, RPS24, ATF4
678	TAF1_HeLa-S3_hg19	9.76e-02	1.02	-2.17	MAP2K3, GPX1, TFRC, RPS8, PON2, PABPC4, MRPS12, DLST, ATP5H, RANGAP1, MRPS18C, SOD1, TUBA1B, RPS16, RPLP2, KNTC1, RPS2, GCLM, UBA52, BCAS2
679	CTCF_cardiac fibroblast_hg19	1.64e-01	1.31	-2.17	DYRK3, RPL3, CD82, WBP2, RPL36A, CDCA8, UBE2L6, GHITM, PSMD8, FAM134A, CCNB1, RPS16, FNTB, NDUFV1, FADS1, SPECC1, NFE2, ASNS, MARCH8, PLRG1, DYNLL1, UBAC1, SLC25A38, SLC25A37, NDUFS7, MORF4L2, BOLA3, CENPL, UBE2O, NCAPD3
680	CTCF_GM19239_hg19	1.05e-02	0.53	-2.17	RB1, RPL3, LDB1, ARL6IP1, RPL36A, ENDOD1, RPS27L, COMT, SAMD14, UBB, PSMD4, FIGNL1, FNTB, BAG1, NDUFV1, FADS1, KLHDC2, SPECC1, TMOD1, FAHD1, ATP6AP1, TXNRD2, ACSL1, EIF2AK1, MARCH8, DYNLL1, HNRNPAB, UBAC1, SLC25A38, CSDA, EIF5, BOLA3, HAGH, CD47, SERINC3, ATF4, CDKN3
681	SREBF1_GM12878_hg19	3.67e-02	0.73	-2.17	SPECC1, CDT1, WBP2, IFRD2, UROS, GLRX5, CDCA8, DLST, KIF22, ATP5H, GTPBP2, RANGAP1, NT5C3, UBAC1, TRAK2, ISG20, PRDX2, EEF1D, RANBP10, BIRC5, MCM4, PABPC1, NDUFV1
682	ELF1_K562_hg19	1.55e-02	0.58	-2.17	RB1, RNF10, TBCEL, ARL6IP1, RPS27L, ETFA, ATP5H, SAMSN1, CENPA, EEF1B2, RPS16, PSMD4, NDUFV1, NFE2, CDT1, FAHD1, SIVA1, RPL23, GINS4, AP1B1, MARCH8, HNRNPAB, SLC25A37, BOLA3, PSME3, HAGH
683	CTCF_fibroblast of dermis_hg19	1.64e-01	1.31	-2.18	RNF11, DYRK3, RPL3, CD82, LDB1, RPL36A, CDCA8, UBE2L6, ATP5H, GHITM, ALAD, RPL7A, FAM134A, FNTB, BAG1, NDUFV1, FADS1, KLHDC2, TMOD1, SPECC1, BNIP3L, H3F3B, IFRD2, STARD10, DYNLL1, UBAC1, SLC25A38, SLC25A37, RPS29, PSME3
684	SIX5_GM12878_hg19	1.70e-02	0.59	-2.18	RNF10, FEN1, CMAS, WBP2, CDCA8, GHITM, TRAK2, PSMD8, PSMD4, NDUFV1, RAB8B, SPECC1, UBE2H, RPL41, IFRD2, RANGAP1, GTPBP2, UBAC1, MRPS18C, HCFC1, RPS26, NDUFS7, CENPL, RANBP10, BIRC5, UBA52
685	CTCF_limb_mm9	1.64e-01	1.31	-2.18	AHCTF1, ABCB4, RPL36A, ATP5C1, MRPL14, GHITM, COMT, FAM132A, FAM134A, FIGNL1, FNTB, PSMF1, FADS1, TMOD1, BNIP3L, HSPA8, DAPK2, H2AFX, RPA1, RPS3A, LSM4, SLC25A38, SLC25A37, EIF3K, BOLA3, UBE2O, MCM6, MNS1, GCLM, SERINC3
686	CTCF_GM12864_hg19	1.33e-01	1.18	-2.18	DYRK3, CD82, RPL36A, CDCA8, UBE2L6, GHITM, PSMD8, ALAD, RPL7A, UBB, BAG1, FNTB, ST3GAL5, E2F2, NDUFV1, FADS1, SPECC1, PABPC4, STARD10, RPS3A, DYNLL1, LSM4, TPCN1, SLC25A38, SLC25A37, MORF4L2, BOLA3, UBE2O
687	SIN3A_HepG2_hg19	5.51e-02	0.83	-2.18	RPL3, SPHK1, PABPC4, RPA1, DNTTIP1, CDCA8, MARCH8, RANGAP1, DNAJB2, RPL7A, RABGEF1, RPS16, UROD, PSME3, EIF3I, RPL24, KNTC1, UBA52
688	HDAC1_K562_hg19	1.64e-01	1.32	-2.18	ISCA1, AHCTF1, COX17, MRPS12, CETN3, SLC4A1, PPOX, SAMSN1, NT5C3, TRAK2, ALAD, RABGEF1, BTAF1, NUSAP1, WBP5, FN3K, MAP2K3, ACSL1, SEMA4B, UROS, STARD10, PPBP, LSM4, CSDA, NDUFS7, PRC1, PSME3, MNS1, ABCG4, MCM2
689	EZH2_fibroblast of dermis_hg19	1.20e-01	1.13	-2.19	PON2, ATP5C1, DLST, TSPAN33, HS6ST1, FAM132A, DNAJB2, PRDX2, FCHO1, HIST1H2AD, E2F2, RPS2, LBR, NDUFV1, RHBDL2, FAHD1, H3F3B, RPS8, SEMA4B, AP1B1, RPS3A, COX6C, PDZK1IP1, ANK1, RPS26, ISG20, SH3YL1, ANP32E, PGP, RPL24, HAGH
690	EZH2_H1-hESC_hg19	1.20e-01	1.14	-2.19	DYRK3, UHRF1, ABCB4, MGST3, CETN3, UBE2L6, NT5C3, PSMD8, RABGEF1, SAMD14, BTAF1, NUSAP1, PSMD1, HIST1H2AG, TMEM14C, BNIP3L, HSPA8, DAPK2, IFRD2, STARD10, H2AFX, NIPA1, PLRG1, PRKAB1, MRPS18C, SLC25A39, COL5A1, HAT1, ANP32E, RPL24, CD47
691	CHD1_H1-hESC_hg19	5.84e-03	0.48	-2.2	RNF10, AHCTF1, CMAS, MRPS12, CETN3, ATP5C1, GHITM, MKI67, RABGEF1, SEC61G, NUSAP1, HIST1H2AG, KNTC1, LBR, ERMAP, BCAS2, PAQR9, GPX1, SPHK1, NIPA1, KIF22, DYNLL1, RANGAP1, THOC7, MRPS18C, HCFC1, NGFRAP1, NDUFS7, EEF1D, MCM5, MNS1, CCDC23, WBP2, ABCB4, DLST, ATP5H, ADIPOR1, NT5C3, TSPAN33, FAM132A, PRDX2, FZR1, BTAF1, E2F2, HIST1H3E, CDT1, PRNP, NFE2, SMOX, GINS4, STARD10, BSDC1, COX6C, ISG20, GFI1B, CSDA, SLC6A9, PRC1, LPCAT3, CENPL, SERINC1, GCLM
692	SMC3_HepG2_hg19	1.64e-01	1.32	-2.2	WBP2, MGST3, PON2, RPL36A, UBE2L6, GHITM, UBB, UROD, FNTB, KNTC1, NDUFV1, BCAS2, FADS1, SPECC1, PRNP, GADD45A, RPL23, ARRDC3, MRPS18C, ISG20, RPS26, SLC25A37, BOLA3, MORF4L2, EIF3I, ANP32E, RPL24, SERINC1, PABPC1, UBA52
693	HMGN3_K562_hg19	1.05e-02	0.54	-2.2	DYRK3, RPL3, ARL6IP1, LDB1, MRPS12, ATP5C1, COMT, APEH, ALAD, FCHO1, PSMD4, FIGNL1, NUSAP1, RPS2, ERMAP, RAB8B, SLMO2, HIST1H2AI, HIST1H2AH, SMOX, ACSL1, RPA1, RFX2, BSDC1, PRKAB1, THOC7, MARCH2, EEF1D, PRC1, PSME3, CENPL, BLVRB, TMCC2, CD47, MNS1, UBA52, MCM2
694	ZZZ3_GM12878_hg19	3.28e-02	0.71	-2.21	RPL7A, RPL41, RPL3, NDUFS7, RPL23, RPL24, RPS3A, SSBP3
695	CTCF_astrocyte_hg19	1.05e-02	0.54	-2.21	FEN1, RPL3, WBP2, RPL36A, CDCA8, UBE2L6, GHITM, CENPA, ALAD, FNTB, BAG1, ST3GAL5, LBR, NDUFV1, FADS1, SLC38A5, SNCA, HIST1H3E, SPECC1, PABPC4, STARD10, GINS4, RPS3A, DYNLL1, COX6C, UBAC1, MRPS18C, SLC25A38, MARCH2, ISG20, SLC25A37, MORF4L2, UBE2O, RPL24, MCM6, GCLM, CDKN3
696	GABPA_H1-hESC_hg19	1.21e-01	1.15	-2.22	FN3K, KLHDC2, OTUD5, FEN1, RPL41, PIGQ, H2AFX, AP1B1, DLST, APEH, PRKAB1, UBAC1, MRPS18C, FAM132A, RPS26, EEF1B2, RABGEF1, RPS16, PHF5A, PQLC1, SEC61G, EIF3I, HAT1, UBA52
697	CTCF_medulloblastoma_hg19	1.64e-01	1.34	-2.22	RPL36A, CDCA8, UBE2L6, GHITM, PPOX, PSMD8, ALAD, FAM134A, FNTB, BAG1, ST3GAL5, NDUFV1, FADS1, KLHDC2, SPECC1, BNIP3L, GCH1, PABPC4, STARD10, RPS3A, DEK, DYNLL1, UBAC1, SLC25A38, SLC25A37, BOLA3, MORF4L2, UBE2O, RPL24, CDKN3
698	CTCF_myotube_hg19	1.64e-01	1.34	-2.22	RPL3, CD82, WBP2, RPL36A, CDCA8, UBE2L6, GHITM, PSMD8, ALAD, RPL7A, FAM134A, FNTB, BAG1, ST3GAL5, NDUFV1, KLHDC2, BNIP3L, PABPC4, RPS3A, DYNLL1, LSM4, SLC25A38, SLC25A37, BOLA3, MORF4L2, KLF9, UBE2O, MNS1, SERINC3, CDKN3
699	JUND_MEL cell line_mm9	1.69e-02	0.6	-2.23	2700029M09RIK, KEL, SPHK1, MAFG, HBB-B2, CTSE, ABCG4, SLC38A5
700	POLR2A_MCF-7_hg19	2.62e-03	0.42	-2.24	RB1, FEN1, RPL3, LDB1, ARL6IP1, PIGQ, CETN3, ETFA, APEH, COMT, RPL7A, FAM134A, RPS16, PSMD4, SEC61G, NUSAP1, NPTN, HMGN2, ERMAP, BNIP3L, ATP6AP1, ACSL1, SPHK1, ARRDC3, DNTTIP1, RFX2, RPS3A, KIF22, THOC7, EEF1D, PSME3, HAT1, RPL24, MCM5, ARF5, MCM2, COX17, ODC1, ENDOD1, DLST, RPS27L, TRAK2, UGCG, DNAJB1, UBB, NUP85, PRKAR2B, E2F2, ST3GAL5, RHBDL2, NFE2, SLMO2, RYK, SMOX, SEMA4B, PDAP1, BSDC1, MEMO1, PDZK1IP1, TPCN1, MARCH2, SLC25A39, COL5A1, PQLC1, RPS29, EIF3I, LPCAT3, CENPL, TMCC2, SSBP3, CDKN3
701	NELFE_MEL cell line_mm9	1.69e-02	0.61	-2.24	GGNBP2, CCDC23, COX17, CETN3, DLST, CDCA8, GHITM, ADIPOR1, NT5C3, TRAK2, PRDX2, DNAJB1, FIGNL1, WBP5, PSMF1, 1300017J02RIK, LBR, FADS1, RAB8B, GCH1, RPS8, HIST1H2AH, DNTTIP1, KIF22, DYNLL1, COX6C, JOSD1, PRKAB1, TPCN1, MRPS18C, MARCH2, CARHSP1, KEL, SERINC1, ANAPC5, SSBP3
702	ZNF143_H1-hESC_hg19	1.05e-02	0.55	-2.25	RNF10, TBCEL, FEN1, ARL6IP1, TFRC, PON2, MRPS12, CETN3, ENDOD1, RPL36A, RPS27L, UBE2L6, ATP5H, PSMD8, RPL7A, UBB, PRKAR2B, SEC61G, RPS2, TMEM14C, H3F3B, ATP6AP1, EIF2AK1, NIPA1, DNTTIP1, RFX2, RPS3A, DYNLL1, RANGAP1, UBAC1, SOD1, RPS26, SLC25A37, KEL, SLC25A39, BOLA3, AARS
703	CTCF_fibroblast of pedal digit skin_hg19	1.14e-01	1.14	-2.26	CD82, RPL36A, CDCA8, UBE2L6, GHITM, CLCN3, FAM134A, BAG1, FNTB, ST3GAL5, NDUFV1, FADS1, SPECC1, GCH1, PABPC4, STARD10, RPS3A, PLRG1, KIF22, DYNLL1, PRKAB1, LSM4, UBAC1, SLC25A38, ISG20, SLC25A37, MORF4L2, BOLA3, PSME3, RPL24, UBE2O, CDKN3
704	MAZ_K562_hg19	1.20e-01	1.17	-2.26	RB1, TBCEL, ALAS2, LDB1, FECH, HIST2H2AB, PPOX, CENPA, NT5C3, EEF1B2, FAM134A, FZR1, CCNB1, NUP85, PSMD1, ERMAP, FN3K, MAP2K3, RPL41, AP1B1, RFX2, LSM4, TPCN1, RPS26, TFDP2, LPCAT3, CENPL, MCM6, MNS1, MCM2, AARS
705	CTCF_cortical plate_mm9	5.95e-02	0.88	-2.26	ABCB4, MGST3, MRPS12, RPL36A, ICAM4, UBE2L6, PPOX, FNTB, PSMD1, NDUFV1, FADS1, CAR2, H3F3B, DAPK2, PABPC4, EIF2AK1, GINS4, RFX2, RPS3A, LSM4, D030056L22RIK, SLC25A38, RPS26, SLC25A37, COL5A1, 1810022K09RIK, RPS29, BOLA3, LPCAT3, UBE2O, SERINC3, GCLM, ARF5
706	eGFP-JUND_K562_hg19	1.05e-02	0.55	-2.26	TBCEL, ISCA1, RPL3, ODC1, MRPS12, CETN3, RPS27L, CLCN3, ADIPOR1, TRAK2, EEF1B2, UBB, FIGNL1, NUSAP1, ERMAP, ATP6AP1, SMOX, IFRD2, RFX2, PLRG1, RANGAP1, EEF1G, GFI1B, KEL, NDUFS7, EIF3K, PQLC1, PSME3, RANBP10, BIRC5, UBE2O, MCM5, CD47, UBA52, AARS, MCM2, CDKN3
707	CTCF_GM12870_hg19	9.41e-02	1.05	-2.26	RPL36A, CDCA8, UBE2L6, TRAK2, ALAD, FAM134A, FNTB, ST3GAL5, PSMD1, NDUFV1, FADS1, SPECC1, GCH1, PABPC4, STARD10, RPS3A, DYNLL1, LSM4, UBAC1, ISG20, SLC25A37, MAFG, MORF4L2, BOLA3, UBE2O
708	TAF1_SK-N-SH_hg19	3.87e-02	0.77	-2.27	MAP2K3, DYRK3, TBCEL, GPX1, GGNBP2, SIVA1, TFRC, SMOX, ATPIF1, ODC1, AP1B1, ATP5C1, ETFA, PLRG1, CENPA, LSM4, TPCN1, NDUFS7, PSMD4, UROD, FIGNL1, BOLA3, FADS1
709	CTCF_heart_mm9	8.58e-02	1.02	-2.27	AHCTF1, RPL3, ABCB4, RPL36A, ICAM4, PSMD8, FAM134A, FNTB, NPTN, PSMD1, NDUFV1, FADS1, HIST1H3E, PRNP, CAR2, DAPK2, PABPC4, H2AFX, RFX2, RPS3A, LSM4, PRKAB1, D030056L22RIK, SLC25A38, RPS26, SLC25A37, TFDP2, BOLA3, TXNIP, SERINC3, GCLM, ANK
710	SPI1_K562_hg19	1.86e-02	0.63	-2.29	FEN1, DYRK3, WBP2, PON2, RPL36A, SAMSN1, TRAK2, RABGEF1, RPS16, KNTC1, NDUFV1, CDT1, RPL41, H3F3B, RPL23, AP1B1, RPS3A, JOSD2, DYNLL1, PRKAB1, LSM4, UBAC1, MRPS18C, EIF3K, EIF3I, CENPL, SERINC1, PABPC1, UBA52
711	CTCF_skeletal muscle myoblast_hg19	1.20e-01	1.19	-2.29	AHCTF1, RPL3, CD82, WBP2, RPL36A, ENDOD1, CDCA8, UBE2L6, GHITM, PSMD8, FAM134A, FNTB, ST3GAL5, KLHDC2, SPECC1, BNIP3L, GCH1, PABPC4, IFRD2, STARD10, ASNS, MARCH8, PLRG1, DYNLL1, UBAC1, SLC25A38, SLC25A37, RPS29, BOLA3, RPL24, UBE2O
712	SMARCC1_HeLa-S3_hg19	8.58e-02	1.03	-2.29	ISCA1, FEN1, MGST3, MRPS12, DLST, RPS27L, PPOX, ADIPOR1, NT5C3, DNAJB2, PRDX2, RABGEF1, NUP85, LMNA, NPTN, E2F2, TMEM14C, NFE2, SEMA4B, PDAP1, KIF22, JOSD2, GTPBP2, TPCN1, ISG20, BOLA3, RANBP10, ANP32E, TAX1BP1, BLVRB, S100A9, ARF5
713	CTCF_GM12867_hg19	1.10e-01	1.14	-2.3	CD82, RPL36A, CDCA8, UBE2L6, GHITM, FAM134A, FNTB, ST3GAL5, NDUFV1, FADS1, SPECC1, PABPC4, STARD10, RPS3A, PLRG1, DYNLL1, LSM4, UBAC1, SLC25A38, SLC25A37, EIF5, MORF4L2, BOLA3, CENPL, UBE2O, MCM6
714	CTCF_astrocyte of the cerebellum_hg19	6.49e-02	0.92	-2.3	RPL3, CD82, WBP2, RPL36A, CDCA8, UBE2L6, GHITM, CLCN3, ALAD, FAM134A, FNTB, ST3GAL5, NDUFV1, FADS1, SPECC1, PABPC4, STARD10, DNTTIP1, RPS3A, KIF22, DYNLL1, LSM4, SLC25A38, MORF4L2, BOLA3, CENPL, RPL24, UBE2O
715	REST_H1-hESC_hg19	4.75e-02	0.83	-2.3	RPL3, CMAS, TFRC, SLC43A1, HIST2H2AB, SLC4A1, MKI67, TRAK2, RPL7A, SAMD14, LMNA, KNTC1, RPS2, HMGN2, SLC38A2, PAQR9, RPL41, HIST1H2AI, H3F3B, RPS8, GADD45A, APLP2, ARRDC3, ANK1, HCFC1, GFI1B, ANP32E, RPL24, ATF4
716	POLR2AphosphoS5_Panc1_hg19	1.60e-02	0.62	-2.31	RNF10, RNF11, TBCEL, GGNBP2, CMAS, PON2, ENDOD1, ATP5C1, ETFA, CLCN3, DNAJB2, ALAD, WBP5, NDUFV1, BCAS2, SPECC1, SLMO2, UBE2H, FAHD1, TXNRD2, SMOX, SPHK1, IFRD2, PABPC4, AP1B1, PLRG1, SOD1, HAT1, HAGH, MCM6, GCLM
717	CTCF_astrocyte of the spinal cord_hg19	1.31e-01	1.25	-2.32	CD82, RPL36A, CDCA8, UBE2L6, GHITM, PPOX, ALAD, PSMD8, FAM134A, BAG1, FNTB, ST3GAL5, NDUFV1, FADS1, HIST1H3E, SPECC1, PABPC4, STARD10, ASNS, RPS3A, KIF22, DYNLL1, RANGAP1, LSM4, UBAC1, SLC25A38, ISG20, SLC25A37, MORF4L2, BOLA3, RPL24, UBE2O, CDKN3
718	IKZF1_GM12878_hg19	2.64e-02	0.7	-2.32	RB1, RNF11, GYPC, ABCB4, MGST3, HIST2H2AB, ENDOD1, RPS27L, MRPL14, ARHGAP21, NUP85, RNF19A, FTH1, FIGNL1, BAG1, HIST1H2AG, TMEM14C, RAB8B, TMOD1, MAP2K3, RBM38, GPX1, HIST1H2AI, HIST1H2AH, ACSL1, GADD45A, NIPA1, ISG20, CSDA, ST5, RPS29, MORF4L2, CENPL, RPL24, CD47
719	RCOR1_IMR-90_hg19	8.66e-02	1.05	-2.32	RNF10, RNF11, ISCA1, GYPC, MCM7, UHRF1, UBE2L6, ICAM4, COMT, TSPAN33, DNAJB1, RNF19A, SPECC1, CDT1, FAHD1, TXNRD2, SEMA4B, NIPA1, KIF22, PDZK1IP1, COX6C, PRKAB1, ANK1, RPS26, ISG20, SLC25A39, MAFG, UBE2O, HAGH, ARF5, MCM2
720	SAP30_K562_hg19	1.69e-02	0.63	-2.33	RB1, HEMGN, DYRK3, LDB1, WBP2, ODC1, COX17, RPL36A, GHITM, CLCN3, PPOX, NT5C3, EEF1B2, RABGEF1, RPS16, WBP5, TMOD1, HSPA8, SPHK1, SEMA4B, LMO2, STARD10, RPA1, JOSD2, THOC7, HCFC1, EEF1G, SLC25A39, PACS2, EEF1D, PSME3, NCAPD3, MNS1, SSBP3, UBA52, MCM2
