	cd1	cd2	cd3	gat1	gat2	gat3	logFC	student's t-test	p-value
SLITRK4	0	0	0	0	2.8	0	0.9510904	1	0.373900966
SLITRK5	0	0.2	0	0	0	1.6	0.523561956	0.868243142	0.434249637
SLITRK6	0	0	1.1	0	0	0	-0.450661409	1	0.373900966
SLK	213.9	295.7	275.5	253.9	362.2	229.1	0.106025782	0.419995458	0.696067456
SLMAP	83.9	75.7	87.9	102.3	87.4	93.2	0.190700017	2.095922457	0.104131614
SLMO1	0	1.6	1.3	0.5	5.9	1.5	0.885541275	0.963500241	0.389858545
GP1BB	20	27.5	21.6	5.5	6.2	12.7	-1.395823366	4.608002557	0.009970627
SLN	0.1	0	0.2	0	0	0	-0.137503524	1.732050808	0.158302423
RNF123	102.7	93.8	145.9	40.8	41.7	45.7	-1.396500363	4.41828901	0.011526186
SLTM	130.6	152.7	149.5	146.4	158.4	136.9	0.029166208	0.319454333	0.765370278
SLU7	31.3	43.1	58.1	22.9	22.8	31.4	-0.758418704	2.235125089	0.089102522
SLURP1	0	0	0	0	2.8	0	0.9510904	1	0.373900966
SLY	0	3.2	1.8	1.9	0	1	-0.439285046	0.650245178	0.550991988
SMAD1	40.9	33.2	28.5	36.8	29	55.1	0.230566353	0.714473178	0.514414819
ELL2	6.7	12.4	10.3	3.6	2.2	3.5	-1.397335498	3.885554482	0.0177574
SMAD3	78.3	76.2	75.2	83.8	69.9	96.2	0.120095826	0.880059426	0.428525222
SMAD5	23.1	29	32.5	17.5	17.3	25	-0.480166311	2.21375634	0.091243795
SMAD6	0	0	0	5.7	0.1	0	1.552541023	1.026428103	0.362704107
SMAD7	0.1	0	0	1.9	0	1.2	0.976541027	1.799280432	0.14636088
SMAD9	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
SMAP2	431.8	387.6	427.7	577.6	499.4	430.2	0.272696116	1.933065122	0.125372709
SMARCA1	0	1.5	0	2	0.7	0	0.341036918	0.519290787	0.630967662
SMARCA2	113	119.3	92.6	130.8	126.6	146.2	0.310354313	2.617740253	0.058938964
AW146242	492	440.1	646.1	189	171.4	235.2	-1.401355676	5.060947508	0.007175771
SMARCA4	69.8	101.1	120.7	79	53.4	89.8	-0.387550603	1.261649278	0.275633438
ATPI	45.9	53.8	55.3	21.6	18.2	17	-1.401707169	10.15071803	0.000530364
SMARCAD1	70.8	38.7	40.2	53.7	41.7	70.9	0.148881911	0.411068686	0.702091252
SMARCAL1	52.9	34.3	44.4	52.4	43.7	50.4	0.151467074	0.829829275	0.4532888
SMARCB1	156.9	152	139.7	187.7	152.9	174.9	0.199298503	1.960023558	0.121551356
SMARCC1	18.5	19.3	41.4	35	17.8	16.6	-0.183148697	0.341264603	0.750077474
SMARCC2	110.3	72.1	81.3	66.3	43.3	74.5	-0.511408266	1.790106959	0.147932201
SMARCD1	1.2	2	0	3	1.3	0	0.235628248	0.350845513	0.743402676
SMARCD2	921.4	924.4	935.7	1023	868.3	1120.8	0.114787559	1.043907314	0.355461763
SMARCD3	0	0	2.3	2.3	0	2	0.461904104	0.633088938	0.561063793
SMARCE1	238.8	235.5	286.8	258.1	226.5	280.8	0.008096059	0.062692208	0.953019304
A830097B02RIK	11.7	9	14.9	5.1	6.5	0	-1.402632478	3.065856782	0.037443908
SMC1B	0	0	0	0	0	0.8	0.341036918	1	0.373900966
SMC2	6	5.6	13.8	11.1	3.9	6.9	-0.189745187	0.344264145	0.747984878
SMC3	66.5	63.7	50.5	45.1	42.6	51.5	-0.369430161	2.470194335	0.068932374
COX6B2	87.3	89.5	95.5	31.8	39	30.1	-1.405808956	15.58117434	9.90644E-05
PI4K2B	64.1	88.6	120.5	37.3	36.1	27.7	-1.407743251	3.454813481	0.02594021
SMC6	96.8	96.7	89.8	73.3	74.6	91.8	-0.238353562	2.272189754	0.085520571
SMCHD1	55.3	49.4	50.8	61	50.7	50	0.055357715	0.519743707	0.630679133
SMCP	0	0	0	3.5	0	0	1.115477217	1	0.373900966
SMCR7	17.2	12.7	12.7	13	15	24	0.270397794	0.846709416	0.444841451
SMCR7L	22.3	17.5	21.6	18.6	23.2	17	-0.05945385	0.363183754	0.73484699
SMCR8	3.9	0	0.1	0	0	2.6	-0.321928095	0.301301792	0.778198133
SMCX	67	69.9	64	40.9	70.8	33.6	-0.459343178	1.610626967	0.182550095
SMCY	0	0.5	0	0	0	0	-0.222392421	1	0.373900966
SMEK1	142.7	150.2	150.1	178.5	137.5	169.6	0.131610153	1.118414611	0.326019618
SMEK2	302.1	218.9	212.3	243.8	221.7	275.6	0.015202817	0.079126268	0.94073258
SMG5	10.5	10.3	14.4	9.7	10.5	7.9	-0.296658058	1.536594976	0.199201456
SMG6	24.1	36.1	41.5	22.2	22.7	34.5	-0.3455452	1.138956479	0.318301347
SMG7	205.1	309.8	263.8	192.8	199.1	200	-0.393967859	2.049401547	0.109764864
SMGC	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
SMN1	485.8	654.5	674	707	788	655.8	0.245087689	1.578243578	0.189649876
SMNDC1	1.2	6.4	6.4	0	6.3	0.9	-0.736965594	0.864507678	0.436072203
SMO	15.3	18.3	13.5	8.1	13.5	17.3	-0.257860359	0.906866608	0.415768135
SMOC1	5.2	3.1	12.6	3.9	0	6.8	-0.802834725	0.974127174	0.385152997
GRIK4	2.9	2.9	5	0.5	1.4	0.3	-1.408084739	3.687219581	0.021070038
SMOK2A	3.7	0	0	4.8	0	0	0.219313028	0.181502337	0.864799497
2510042H12RIK	7952.8	5430.2	7237.3	1805	2132.9	3790.6	-1.415454956	4.429785194	0.01142391
SMOK4A	0	4.6	0.3	1.5	0	4	0.105610188	0.105867701	0.920784081
GALNT3	7.3	6.7	7.3	2.1	0.4	3.6	-1.417017863	5.357296064	0.005856921
SMPD1	87.5	86.8	101.5	99.8	91.6	114.7	0.148843093	1.219120957	0.289772681
SMPD2	29.5	29.8	33.4	30.3	37.2	43.2	0.248641424	1.525971792	0.201715766
SMPD3	1.3	8	0	1.8	0	0	-1.357552005	0.980329341	0.382429347
SMPD4	24.5	29	41.7	17.5	21.7	14.8	-0.784761105	2.484634187	0.067873256
SMPDL3A	827.7	619.7	552.8	971.2	815.8	1096.4	0.526964776	2.53970278	0.064001111
SMPDL3B	56.4	122.8	26.4	30.1	34.8	135.8	-0.034293178	0.036523712	0.972614826
SMPX	1.9	1.5	5.7	2.5	5	0	-0.20461772	0.270953028	0.799834636
SMR1	1.2	2	0	2.3	0.1	0	-0.199308808	0.280917995	0.792705082
SMR2	0	0	0	0	3.3	0	1.070389328	1	0.373900966
SMS	0	0	0	0	0	0.6	0.263034406	1	0.373900966
SMTN	35.9	25.7	24	38.3	29.2	39	0.305552266	1.428894914	0.226238291
SMTNL1	0.2	0	6.8	0	0	4.6	-0.395928676	0.295240699	0.782500702
SMTNL2	0	5	3.5	6.5	5.2	13.9	1.314381286	1.845873161	0.138651044
SMU1	116.8	128.3	144.8	184.6	148.6	116.4	0.204074417	0.933920135	0.403215703
SMUG1	9.9	4.5	4.9	12.1	8.6	13	0.718736353	2.186592132	0.09404926
SMURF1	0	1.5	1.7	1.8	2.1	2.5	0.600392541	1.85996222	0.136406418
SMYD1	5.6	0	1.2	6.5	10.9	0.7	1.106389345	1.104873612	0.33120065
SMYD2	23.2	37.5	35.5	22.1	38	26.3	-0.150065289	0.50039092	0.643078035
SMYD3	6.6	0	1.2	0.9	3.7	2.7	-0.068386975	0.076143113	0.942961539
SMYD4	9.5	4.5	6.8	10.8	7.9	5.6	0.197939378	0.559302426	0.605789511
SMYD5	10.3	12.8	9.1	10.5	18.4	10.9	0.282035368	0.907725599	0.415364615
SNAI1	3.7	23.8	15	16.3	17	3.4	-0.196727538	0.264594796	0.804396125
SNAI2	6.2	0.5	2.9	9.9	1.6	4.3	0.577308928	0.700486719	0.52222677
SNAI3	38.1	42.9	28.7	29.3	33	43.1	-0.056122759	0.244385252	0.818956449
SNAP23	321.3	272.9	265.4	322.7	421.2	349.9	0.346536855	2.282874453	0.08451821
SNAP25	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
SNAP29	340.4	289.5	255.2	313.1	174.5	366.5	-0.051258596	0.165758977	0.876387297
2210407C18RIK	3.5	5.2	4.9	0.9	1.7	0.6	-1.420843121	5.607304207	0.004968633
SNAPC1	13.5	16.7	9.2	10.7	31.8	29.6	0.824748643	1.548181615	0.196495649
SNAPC2	4.4	2.4	6.9	0	0.6	7.8	-0.550814278	0.625611029	0.565493007
SNAPC3	25.3	17.1	18.1	29.6	20.5	27.6	0.345812082	1.516434134	0.204000751
SNAPC4	63.9	76.5	65.4	41.5	78.3	49.4	-0.278036569	1.027814189	0.362125074
MAP3K7IP3	180.4	163.8	240.7	87.5	54.3	74.4	-1.42332298	4.861612167	0.008269648
SNAPIN	93.2	110.5	104.2	127.2	100.5	124.7	0.192993065	1.498070262	0.208474802
CDR2	2560.6	1530	2132.9	718.8	582.4	1016.1	-1.424110084	4.003843214	0.016078627
SNCAIP	0	0	0	2.5	0	0	0.874469118	1	0.373900966
SNCB	0	9.4	0	0.7	0	3.1	-0.866733469	0.570686283	0.598742801
SNCG	2.7	3.6	3.5	0.6	3	0.5	-0.85025288	2.195557965	0.093112782
SND1	41.8	68.4	70	48	54.6	58.8	-0.156209204	0.648044734	0.552276756
WBSCR27	28.5	27.2	45.8	10	6.2	19.7	-1.425660882	3.029578763	0.038796581
SNED1	0	0	0	0	1.7	0	0.647698256	1	0.373900966
SNF1LK	9.6	29.2	44.2	26.7	2.7	13.1	-0.918470115	1.107318136	0.330259817
SNF1LK2	7	10.7	5.7	5.5	11.2	3.7	-0.1740294	0.368771945	0.73098713
SNF8	109.4	125.7	131.4	96	125.6	120.6	-0.0981419	0.718366073	0.512255789
SNHG10	76.9	111.8	122	49.7	99.4	63.3	-0.542367279	1.625479652	0.179386442
SNHG11	2.8	8.4	1.3	4	6.1	1.8	-0.056955885	0.080264416	0.939882347
SNIP1	143.8	148.6	115.7	115.7	95.6	140.3	-0.213296836	1.141202245	0.317467798
SNN	73.3	143.4	59.2	204.8	99.4	298.3	1.118379026	1.72595289	0.159435571
SNORA65	72.3	120.9	63.5	61.6	106	86.7	-0.013394557	0.036371945	0.972728557
SNORA69	8.1	2.4	0.6	4.5	3.6	5.8	0.261328084	0.397333034	0.711411829
SNORA70	39.1	28.9	37.8	47.5	58.7	16.2	0.204858792	0.421890909	0.694791863
SNORD22	1.2	0	0	0.2	0	1.8	0.251538767	0.383130514	0.721113725
SNPH	5	0	0	0	5.2	0	0.03562391	0.027724349	0.979210068
SNRK	93.1	46.5	64.5	136.2	83.1	113	0.69512493	2.084431605	0.105492758
SNRP70	111.5	130.6	130	102.8	116.5	80.9	-0.307005509	1.978203229	0.119046123
SNRPA	149.4	181.1	194.1	200.4	221	148.6	0.119090574	0.598162736	0.581952738
SNRPB	320.8	381.5	390.8	377.5	361.5	333	-0.028042765	0.275640661	0.796477819
SNRPB2	0	1.3	0	0	0	0	-0.519374159	1	0.373900966
SNRPD1	1158.7	1170.6	1275.9	1353.9	1065.8	1191.6	0.002436952	0.022264102	0.983303647
SNRPD2	1414	1648.1	1772.4	1644.5	1608.1	1731	0.043794821	0.44690474	0.678073888
SNRPD3	1590.5	1735.9	1566.7	1585.7	1623.7	1642.2	-0.012280596	0.249541428	0.815232888
SNRPE	2.5	0	0	0	0	0	-0.874469118	1	0.373900966
SNRPF	566.2	643.1	660.1	660.1	673.6	711.9	0.129749648	1.791248048	0.147735768
SNRPG	747.3	751.3	784.5	802.6	662.9	702.4	-0.074595241	0.888543244	0.42445347
SNTA1	5.2	0.7	4	1.4	0	4	-0.618909833	0.840717719	0.447825335
SNTB1	1.8	5.3	1.6	3.7	0	3.9	-0.142444265	0.20991449	0.843992875
SNTB2	42.5	27.4	24.9	41.9	54	50.4	0.610307795	2.615123046	0.059101109
SNTG1	0	0	0	0.5	0.7	0	0.485426827	1.921537846	0.127046393
SNTG2	1.1	0	0	0.2	0	0	-0.357552005	0.804984472	0.465953178
SNUPN	36.7	50.1	45.1	46.1	28.4	55.6	-0.019379777	0.067588504	0.949356808
SNURF	0	0	1.7	0	3.4	3.1	1.015266757	1.305427904	0.261770022
SNW1	7.6	14.7	16.4	9.7	9.5	11.8	-0.294512637	0.918752373	0.410213606
SNX1	203.9	166.3	170.4	152.8	170.1	215.4	-0.006117068	0.034628659	0.974034992
SNX10	633.1	361	331.6	581.1	529.2	723.8	0.467414757	1.5099585	0.205567173
SNX11	471.1	330.1	338.3	471.8	371.2	590.6	0.330464255	1.254307537	0.278026409
SNX12	33.6	27.1	27.7	36.6	27	30	0.079829024	0.493406604	0.647587783
SNX13	111	69.6	58.1	91.3	76.8	131.7	0.325147732	0.886483456	0.425439116
SNX14	73.4	131.8	111.5	100.7	110.4	106	0.001803933	0.007686766	0.994234996
SNX15	140.3	82.7	142.8	79.2	74.7	83.8	-0.615602514	2.156027994	0.097321411
SNX16	15.1	32.5	40.2	9.6	19.1	11.1	-1.085081501	2.002992815	0.11572047
SNX17	546.1	616.1	638.7	538.5	535.3	717.8	-0.007457048	0.046660526	0.96502047
SNX18	756.3	510.7	396.1	778.9	715.6	790.4	0.457549001	1.905664895	0.129390832
SNX19	2.9	0.9	0	0.4	3.7	2.4	0.482392767	0.699472476	0.522796599
SNX2	377.8	396.8	339.4	563.8	366.5	567.3	0.425910278	1.867440685	0.135230892
4432416J03RIK	505.8	245.9	397.2	183.9	107.3	134.3	-1.426648368	3.06665337	0.037414832
MGST3	2251.2	1986.8	2493.8	761.8	693.3	1046.2	-1.427227705	7.750163125	0.001493411
SSX2IP	221.8	226.9	254.1	110.6	77.4	70.5	-1.432448484	9.297705912	0.000744521
SNX24	99.9	72.4	67.3	118.9	10.9	36	-0.523264646	0.720018161	0.511341545
SNX25	14.8	11.2	8.4	15.4	12.1	19	0.404390255	1.482571521	0.212328277
SNX26	8.7	1.3	0.3	1.1	0	0.3	-1.595850817	1.111371836	0.328705017
SNX27	77.1	41.9	44.2	83.2	60.6	87.3	0.494204552	1.607759345	0.183167545
SNX29	1.1	1.3	4.2	0	2.4	0	-0.830074999	1.092107032	0.336153842
TFDP2	672.1	375.6	596.4	242.1	112.8	252.3	-1.432574063	3.469094549	0.025604714
1700025H01RIK	2.9	3.3	4.3	0	2	0	-1.432959407	3.604802951	0.022661078
SNX31	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
SNX33	4.4	3	1.7	6.9	2.4	3	0.338524605	0.661801466	0.544278788
CPOX	26.3	24.8	29.1	9.1	7.5	11.2	-1.433653177	10.56056764	0.00045486
SNX5	13.5	14.6	9.2	14.8	12.9	15.3	0.190854022	1.054110578	0.351293678
ERDR1	1264.5	1317.7	1886.5	141.7	464.2	1046	-1.434079361	2.835646189	0.047074801
SNX7	5.3	11.2	10.5	4.6	6.9	19.1	0.163498732	0.246459748	0.817457639
SNX8	175.9	211.7	223.3	173.2	174.2	229.4	-0.082448336	0.485426098	0.65276322
TRIM10	1271.3	822.7	1146.8	429.1	274	493.4	-1.435251714	4.582032324	0.010167824
SOAT1	189.2	132	143.2	138.4	128.3	183.4	-0.044828243	0.195722453	0.854367999
SOAT2	18	16.9	9.2	6.6	33.4	6	0.057054689	0.067022423	0.949780169
SOBP	0.1	0	2.3	0	0	1.1	-0.397335498	0.518756475	0.631308143
SOCS1	3.2	0	3.1	4.2	0	1.5	-0.096215315	0.123717915	0.907506261
SOCS2	69.6	100.5	53.6	57	44.1	87.1	-0.245701868	0.630925942	0.562342512
SOCS3	124.4	198.9	125.2	158.9	205.6	96.9	0.040641984	0.107456802	0.919600688
SOCS4	40.2	70.7	73.3	53.6	56	26.7	-0.426385177	1.125816048	0.323219087
SOCS5	16.6	23.2	17.5	16.3	6.2	31.6	-0.078667257	0.139122545	0.896076703
SOCS6	27.7	41.2	26.2	34.2	20.7	37.2	-0.044807795	0.143591632	0.892766388
SOCS7	4.9	22	16.5	9.2	10.5	7.1	-0.638812475	1.077286323	0.341987996
SLC22A16	1.8	2.9	4.2	0	0	1.4	-1.435386145	2.990445836	0.040320361
SOD2	812.7	1420.9	1168.4	813.1	1161.6	902	-0.241736275	0.853873444	0.441294749
SOD3	0	2.2	0	0	0	2.8	0.157541277	0.168496787	0.874369353
SOHLH1	2.1	2.6	0.4	3	5	1.6	0.637429921	1.260252076	0.276087319
SOHLH2	0.2	2.4	0.9	3	0.4	3.6	0.621488377	0.991139576	0.377721841
SOLH	31.2	28.6	41.7	20.9	30.5	28.2	-0.339289256	1.477572688	0.213586467
SON	12	6.6	6.9	18.7	6.5	13.4	0.545621609	1.107547697	0.33017159
CRAT	49.5	62	75.2	19.4	23.7	24	-1.436233329	5.268364636	0.006219046
SORBS2	2.6	0.2	1.5	0	0	0.8	-0.941897045	1.569964564	0.191510344
SORBS3	2.1	0.2	0	0	3	0	0.178970141	0.193921442	0.855687238
SORCS1	0.2	0	2.1	1.8	2.2	1.8	0.731511164	1.709861891	0.162467022
ARMC9	12.8	12.5	16.4	4.5	4.5	4.5	-1.437808807	7.502016714	0.001689155
SORCS2-PENDING	5.1	0	0	2.5	1.6	0	-0.190102883	0.180129019	0.865808736
SORCS3	0	0.1	0.2	0	0	0	-0.137503524	1.732050808	0.158302423
SORD	103.4	97.7	111.6	90.6	168.5	100.4	0.199426734	0.628343602	0.563871738
SORL1	1066.4	934.9	731.7	1064.6	1175.2	1320.4	0.381105233	2.254044589	0.087253547
SORT1	715.8	714.2	647.1	709.8	658.8	737.4	0.019906208	0.298355576	0.780288366
SOS1	1.1	5.2	0	4.4	0.4	0.1	-0.235378063	0.221859182	0.835290142
SOS2	164.6	151.5	122.8	127	142.3	143.4	-0.088177183	0.650262217	0.550982048
SOST	0	0	0	0.6	0	0	0.263034406	1	0.373900966
SOSTDC1	0	2.3	3.9	0	0	0	-1.61667136	1.825900199	0.141901356
SOX1	0	3.6	3.4	0	0	0.4	-1.556393349	1.871258325	0.134635018
SOX10	2.4	1.2	0	0	1.3	0	-0.618129365	0.938189569	0.40126416
SOX11	1.2	1.5	2.2	1.1	1.9	0.9	-0.195256291	0.78326045	0.477252457
SOX12	51.2	50.6	62.4	33.6	41.6	48.1	-0.404720208	2.398548529	0.074473488
SOX13	29.7	15.9	15	13.8	4.8	44.8	0.062156476	0.071708412	0.946276228
SOX14	0.1	0	0	1	2.9	0	1.154328146	1.488194855	0.210921864
SOX15	0	0.3	0	0	0.3	0	0	0	1
SOX16	0	1.2	0.3	0	0	0	-0.584962501	1.386750491	0.237796144
SOX17	0.8	2.8	0	1.7	0	0	-0.489805268	0.628808223	0.563596388
SOX18	1.1	2.8	2	0	0	5.5	-0.066342495	0.070251158	0.947365734
SOX2	0.2	0	0	0.2	0	0	0	0	1
SOX21	2.7	0	0	2.5	1.5	0.5	0.395928676	0.561131718	0.604653629
SOX3	0	0	0	0	0	2.5	0.874469118	1	0.373900966
SOX30	4	0	0	0	0	0	-1.222392421	1	0.373900966
SOX4	54.8	73.8	107.7	128.5	72.5	82.8	0.261224627	0.684207943	0.531426931
SOX5	3.4	2.5	3.8	2.2	4.6	2.4	-0.057947349	0.193891684	0.855709041
ISG20	270.9	149.3	258.6	104.1	77.6	66.8	-1.438790199	3.567637709	0.023425219
SOX7	0.1	5.4	3.9	1	1.7	3.6	-0.415037499	0.587737134	0.588286935
SOX8	4.8	0.7	5.8	2.7	1.6	5.1	-0.205675026	0.338423487	0.752061947
SOX9	0	0.7	0	0	0	0	-0.30256277	1	0.373900966
SP1	67.7	46.6	49.1	54	36.7	52	-0.191654556	0.801266977	0.467871824
SP100	53.7	27.7	25.6	51.6	45.6	38.2	0.331340419	0.962756117	0.390189877
SP140	75.9	143.1	134.3	82.5	148	70.5	-0.22902116	0.544609392	0.614961731
SP2	20.5	24.8	23.3	15.9	12	20.8	-0.469795307	2.33520469	0.079795993
SP3	17.1	27.7	26.5	15.2	22.8	17.7	-0.340001707	1.290667439	0.266367319
SP4	31	23	18.7	17	14.2	24.5	-0.366932797	1.196175044	0.297684167
SP5	0	0	3.4	0	0	0	-1.093109404	1	0.373900966
SP6	2.4	0.8	0	2.4	0.6	2.5	0.455194626	0.817785855	0.459393406
SP7	0.7	3.8	1.3	1.6	3.8	9.9	1.05626822	1.191415768	0.299350353
SP8	0	1.9	4	3.7	2.6	3	0.466781074	0.945174027	0.398088817
SP9	0	0	0	0	0	2	0.736965594	1	0.373900966
SPA17	0	0	0	0.4	0	0	0.180572246	1	0.373900966
SPACA3	0	0	1	0.6	2.2	1.1	0.786596362	1.671532211	0.169935251
SPACA4	2.7	0.2	0	2.2	2.5	3.9	0.975337946	1.873136223	0.134342947
SPACA5	0.4	0	0	0	0	3.1	0.843274496	0.863806529	0.436414992
SPAG1	5	1.4	1.3	6.2	0.3	4.3	0.36705747	0.486877631	0.651820114
SPAG11	0	0	0	3.4	0	0.8	1.263034406	1.364096585	0.244248912
SPAG16	0	0	1.4	0	3.8	2.8	1.125530882	1.410047976	0.231336157
SPAG17	0	0.2	0	0	0	5.5	1.409390936	0.96299988	0.390081312
SPAG4	3.6	4.3	0.1	0.4	4.7	1.4	-0.211504105	0.272143129	0.798981904
SPAG4L	2.6	0	1.7	2.6	0	0	-0.382469637	0.490952335	0.649176861
ART4	160.5	142.2	172.5	46.2	49.7	77.4	-1.439581655	7.60721326	0.00160252
SPAG6	1.4	2	4.9	0	0	0	-1.913288367	2.560216749	0.062623703
AB041550	4.5	1.9	3.1	1.6	0	0	-1.442222329	2.858119691	0.046016749
SPAG8	4.6	0	0	0.8	3.9	0	0.018859027	0.017177668	0.987117541
SPAG9	43.7	73.4	66.4	39.8	34.6	52.6	-0.520664007	1.804246453	0.145517697
SPAM1	0	0	0	0	0	0.2	0.093109404	1	0.373900966
SPARC	12.4	45.7	35.6	45.2	5.9	113.1	0.789987053	0.715895068	0.513625455
SPARCL1	0	0	0.7	0	0	0	-0.30256277	1	0.373900966
SPAST	91.7	69.4	78.2	86.6	95.1	80.6	0.130830271	0.991840104	0.377418523
SPATA1	0	0	0	2.9	0.1	2.7	1.5360529	2.106780622	0.102863238
SPATA13	542.1	1911.3	451.9	622	981.4	749	-0.304204013	0.380993353	0.722579215
SPATA16	0	0	0	0	0.2	1.5	0.647698256	1.205098049	0.294583741
SPATA17	0.4	0	0	0	0	0	-0.180572246	1	0.373900966
SPATA18	0	0	0.1	0	0.7	0	0.255257055	0.848528137	0.443938889
SPATA19	2.4	2.3	0.2	2.6	6.9	0	0.662003536	0.717874223	0.512528205
SPATA2	5.5	8.9	7.3	3	10.5	4.6	-0.227268043	0.4832759	0.654161711
SPATA20	2.2	0	0	0.8	0	0	-0.452512205	0.59805036	0.582020773
SPATA21	2.2	2.7	0	1.2	1.8	1	-0.174497731	0.347441146	0.74577134
SPATA22	0	0	2.8	0	4	0	0.271302022	0.245769576	0.817956179
SPATA2L	18.3	5.7	11.8	18.7	7	24.8	0.463482239	0.769876236	0.484318685
SPATA3	0	0	0.9	0	0	0	-0.378511623	1	0.373900966
SPATA4	0	1.1	0	0	0	0	-0.450661409	1	0.373900966
SPATA5	0	0.8	0.4	0.4	0	1.7	0.280107919	0.53311399	0.622197698
GM550	4.7	4.3	3.5	1.5	0	1.2	-1.443234391	5.648626094	0.004838156
SPATA6	33.8	46	40.7	44.6	28.7	58.1	0.122022096	0.39487052	0.713089346
SPATA7	2.8	1.9	3.4	1.9	0	0.1	-1.150559677	2.690594657	0.054624347
SPATA9	0	0	0.9	2.8	1.9	7.5	1.962525295	2.137790991	0.099334045
SPATC1	0	1.9	0	1.7	0	0	-0.060120992	0.078446454	0.941240467
SPATS1	0	4.1	4.8	0.7	0	0	-1.685364398	1.804050514	0.145550867
SPATS2	4.6	0.3	0	0	1.5	0	-0.811927652	0.722913534	0.509742184
SPC24	125.5	247	129.9	150.8	193.8	92.7	-0.19893882	0.439204469	0.683197199
SPC25	388	202.6	299.4	308.1	140.2	255.9	-0.336541901	0.848520813	0.443942521
SPCS1	1180.2	1149.4	1339.9	1443.1	1312.6	1084	0.065357859	0.471159131	0.66207444
SPCS2	15	17.4	14.8	10.1	7.8	17.9	-0.371630712	1.199335732	0.296582449
SPCS3	256.8	269.2	262.8	325	366.8	271.3	0.287036461	2.084631467	0.105468916
SPDEF	0	0	0	0	0	1.8	0.678071905	1	0.373900966
SPDYB	0	0	0	0	1.4	1.9	1.070389328	1.93449426	0.125166882
TCHHL1	5.1	4.2	2.4	1.1	1.3	0	-1.444784843	3.480437527	0.025341911
SPECC1L	130.2	137.1	139.7	110.9	103	158.3	-0.127964082	0.662894422	0.543646852
SPEER1-PS1	0	1.1	0	0	0	0.6	-0.187627003	0.399043442	0.710247824
SPEER2	0	0	0.1	0.4	2.2	0	0.853158612	1.230169578	0.28603448
SPEER3	0.3	0.3	0	0	0	0	-0.263034406	2	0.116116524
SPEER4A	0	0	0	0	0	1.9	0.707819249	1	0.373900966
SPEER4B	0	0.8	0	0	0	0	-0.341036918	1	0.373900966
SPEER4C	0	4.5	2	0.5	0	0	-1.440572591	1.524001524	0.202185643
SPEER4D	0	0.6	1.6	0	0	0	-0.793549123	1.571428571	0.191179987
SPEER4E	0	0	0.5	0	0	0.1	-0.175086707	0.784464541	0.476620667
SPEER4F	0.9	0	0	0	0	0	-0.378511623	1	0.373900966
SPEER5-PS1	0.8	0	0	0	0	0	-0.341036918	1	0.373900966
SPEER6-PS1	0	0	0	0	3.8	2.4	1.61667136	1.862609481	0.135989046
SPEER7-PS1	0	0	0.5	0.7	0	0.5	0.263034406	0.875	0.430968672
SPEER8-PS1	2.6	3.1	0	0	1.7	1.6	-0.465663572	0.722315119	0.510072437
SPEER9-PS1	0	0.9	0	0.3	0.8	0	0.072149786	0.175411604	0.869277866
SPEF1	3.5	3.6	3.3	3	0	2.1	-0.726239188	1.977942433	0.11908166
D830007F02RIK	25.8	20.5	28.3	7.6	6.1	11.8	-1.445094733	5.716262534	0.004633522
SPERT	0	0.4	1.3	2.8	0.4	0.2	0.445411148	0.616249519	0.571071222
SPESP1	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
SPG20	19.9	22.7	18	19.7	16.1	29.5	0.102858813	0.370354387	0.729895849
A130041O12RIK	6.7	6.3	4.7	0	3.2	1.4	-1.445559444	3.935513581	0.017023866
SPG7	124.5	142.5	144.8	110.6	145.8	108.8	-0.171926267	1.138167442	0.318594688
WEE1	3.7	3.6	1.7	1.3	0.1	0	-1.447458977	3.276592663	0.030598658
SPHK2	102.3	196	146.5	114.7	110.8	130.5	-0.318870684	1.067614653	0.345844235
SPI15	1	0	0	0	0	0	-0.415037499	1	0.373900966
SPI2-1	0.8	2.5	0	0	1.9	0	-0.362570079	0.480196038	0.656167846
SPIB	31	29.1	28.3	65.9	12.6	52	0.546573672	0.878036581	0.429500791
SPIC	25.4	0.5	5.2	8.1	1.9	7.4	-0.741202587	0.579106491	0.593564506
SPIN	22.7	28.4	22	41.9	28	33.6	0.484885072	2.242946969	0.08833283
SPIN1	5.6	6.7	2.1	7.8	3.8	3.5	0.056902391	0.11900357	0.911009677
SPIN2	0.7	0.9	1.3	0	3.6	0	0.16175107	0.192377398	0.856818704
SPIN4	0	0	0	0	0	2.6	0.900464326	1	0.373900966
SPINK10	0.8	0	3.8	0	0	0	-1.341036918	1.325697961	0.255581981
SPINK11	0.8	0.2	1.6	0	0	0.8	-0.559427409	1.236245076	0.28399843
SPINK12	0	0	0	0	1.3	2.6	1.201633861	1.732050808	0.158302423
SPINK2	18.5	26.3	18.1	6.3	11.1	18.5	-0.76050831	2.026926496	0.112605951
SPINK3	3.7	3.6	0	0	2.4	1.3	-0.620411337	0.856657361	0.439922682
SPINK4	0	0.1	0	0	0	2.3	0.773724144	0.955618934	0.393380068
